machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
fan,CNN14_kNN(k=5),0.5275,0.0769,0.7867,0.7867,1.0,0.8806,6.366916,0,400,0,1475
