machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
fan,DenseAE,0.7158,0.2122,0.7947,0.7968,0.9919,0.8837,0.070823,27,373,12,1463
