machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
valve,TruncCNN14Block4_SegKNN(k=5),0.6669,0.1002,0.6644,0.6608,0.7891,0.7193,6.523702,206,194,101,378
