machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
pump,TruncCNN14_kNN(k=5),0.7238,0.1836,0.6682,0.6387,0.8684,0.7361,4.615541,176,224,60,396
