machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
pump,IsolationForest,0.5969,0.0872,0.6016,0.5754,0.9627,0.7203,0.375241,76,324,17,439
