machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
valve,OCSVM,0.5568,0.0779,0.5449,0.5449,1.0,0.7054,-5.507862,0,400,0,479
