machine,method,AUC,pAUC,Accuracy,Precision,Recall,F1,Threshold,TN,FP,FN,TP
fan,OCSVM,0.6192,0.1842,0.7867,0.7867,1.0,0.8806,-5.175855,0,400,0,1475
